"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ASAP3",0.093241615540184,2.79330992112983,0.581041718151152,0.562176706814081,0.89710605599439,-5.24536824904754
"ISG20L2",-0.146344239171301,5.94442482441333,-1.02498510400083,0.307194974183047,0.795057306661508,-5.24545859949251
"CDCA4",-0.14433412264453,3.07576039825347,-0.759571253845605,0.448829197618282,0.86494210378409,-5.24554432369383
"PELI2",-0.182442549297529,5.40737892371071,-0.99586459925115,0.321089456916507,0.801632381348332,-5.24557065182523
"TLK2",-0.0805960803442968,5.71058628887878,-1.02655241786638,0.306458739346094,0.794668043472693,-5.24571339420752
"EPHB1",-0.0416493874630616,-0.0512750462683465,-0.136560320770849,0.891580852170411,0.978521873795846,-5.24575196758674
"PDCD2L",0.12719834848301,1.15658463381174,0.582316186863249,0.561320562015474,0.89710605599439,-5.24586660945998
"ZNHIT1",0.112348832025022,5.85766532159864,1.01236060796843,0.313168403663779,0.796541584875673,-5.24611310070102
"LUC7L2",-0.136698482924073,5.60340992370712,-1.03336170340164,0.303273858929484,0.792666181606391,-5.24615037236895
"LEPR",-0.124538410088123,2.61524633525928,-0.722348329526698,0.471324082668517,0.871076672001989,-5.24628926984906
"KICS2",-0.121140295827334,2.08692296927874,-0.640024442199409,0.523236490857684,0.889294725006769,-5.24644241612912
"BCL6",-0.20969478857946,3.90488980218924,-0.790261457316072,0.430754743917656,0.855311579346093,-5.24644466435059
"BCDIN3D",-0.133237440356591,2.7770005351624,-0.741298478285946,0.459794176287796,0.867306959617856,-5.24649502185374
"TSPAN2",-0.136968032985939,1.92631960874876,-0.698109088917534,0.486304223508449,0.878122828144463,-5.24657242521025
"SHANK2",-0.127659265637645,2.39251507221208,-0.558036346945427,0.577739608609774,0.901228217679889,-5.24667627287557
"FGFBP3",-0.0892328815386145,-0.0741010470109258,-0.386546242169511,0.699697970274216,0.932212431199443,-5.24679091814942
"NCOR1",0.0989695408245883,7.76188398656669,0.987275827425306,0.3252655532437,0.803058416051596,-5.24680796305836
"ADHFE1",-0.0609710770596113,0.609435559346567,-0.266715453346919,0.790093368224277,0.956012861488246,-5.24680886118593
"SCO2",0.156376174506845,4.82893988127112,0.998045260011663,0.320034821807042,0.801433614659469,-5.24703108597295
"PORCN",0.133082040398467,1.40663016085975,0.592316131486115,0.554625161222159,0.896288581891861,-5.24712523033555
"SELPLG",-0.214011244699755,4.66212429450415,-1.00142252064518,0.318405999239342,0.800345619323804,-5.24717733154265
"RPL11",-0.17951520164956,9.71798751268061,-0.773498771254328,0.440573417164983,0.860242385294828,-5.24742948109941
"RCE1",-0.0440857517545168,2.20199439579441,-0.217019280830353,0.828519453747764,0.963961649318102,-5.24756632025308
"TMEM252",0.107951577530221,2.43582406016157,0.178345954243244,0.858717423805569,0.971502671253325,-5.24756864920353
"RANBP6",-0.0988819581467564,3.9084668187743,-0.788374382390262,0.431853637084098,0.855368698273751,-5.24758021209841
"KLF15",0.0760704910970315,-0.28019191009637,0.279884597321277,0.779992477599315,0.954515538894886,-5.24758494555533
"ZC3H12C",0.144585901619816,3.8772273972369,0.658330519160278,0.511441793453663,0.885349759259367,-5.24767833108013
"CPEB3",0.142825661922904,4.33571820108927,0.949480790747981,0.344065050817983,0.817484662194297,-5.24773449679144
"MRTFB",-0.113009197976342,4.80219913639627,-0.799644757807691,0.425315012112949,0.853129232709888,-5.24788387326844
"CD44",-0.170476528958065,6.90869907825179,-1.0189544665403,0.310038860968429,0.795668984022677,-5.24788715633888
"MAN2A2",-0.115657931059874,4.76859567244507,-0.735260211586798,0.463450631339841,0.868287776221534,-5.24827005660349
"ADAMTS7",-0.0306578639573032,0.99268241512954,-0.100151615203121,0.920371856881567,0.984297375553817,-5.24836183768105
"SCGB2B2",0.0963604324077181,-0.586128678130375,0.38388428127192,0.701665396951663,0.932331122399293,-5.24837577653096
"PGM2",0.104018319188901,4.43995433899425,0.795165952649466,0.427906411001183,0.854243851943697,-5.2484209159276
"PRDM2",-0.0885208364043381,5.7140352023644,-1.00652331480364,0.315956357023569,0.798264892026707,-5.24854125947461
"HLX",-0.202030007142742,2.39753519953087,-0.854051924679202,0.394582260569732,0.838202353578693,-5.24862587743091
"ULK1",-0.101185232240114,4.80545758393135,-0.979083748015509,0.329281908752402,0.806316329406503,-5.24872264214584
"GALNT11",0.154417227817714,4.18551511040085,0.763232867112533,0.446650151268379,0.864884813295865,-5.24885147257433
"MBTPS2",-0.105757859387683,3.40237384680537,-0.788892557610257,0.431551726619799,0.855311579346093,-5.24891424737494
"DMXL2",-0.172256620071923,5.62426877854378,-0.877202853530476,0.381927724583565,0.835188403776609,-5.24896142235152
"POLR3G",-0.097438941894271,0.792914152783256,-0.385346473724769,0.700584454910019,0.932212431199443,-5.24897030349372
"TRAFD1",-0.148674789487402,5.01228658423723,-0.85392019516551,0.394654991392511,0.838202353578693,-5.24898245703772
"DCUN1D4",-0.108950883236157,4.32959348129849,-0.861525026948532,0.390469627860877,0.83743984897384,-5.24903764667586
"PCSK7",0.21137283414834,5.52843519918361,0.828601351898332,0.408785900207898,0.842568582043292,-5.24909583996784
"TNKS1BP1",0.123098689832921,4.86296541514422,0.723867696113936,0.470393742683671,0.870216129303456,-5.24921507975768
"KDM5D",-0.143100110390533,1.53005236701761,-0.0824124494259489,0.934440245482281,0.986938455200117,-5.24927005648168
"CMTM7",-0.219397596136463,3.41442026139618,-0.930826125410501,0.353597499282684,0.82113404662465,-5.24929625832902
"CFAP44",0.208129370969068,0.753671665268882,0.487045441405562,0.627012391185645,0.918189700034465,-5.24947623502175
"RASGRP2",-0.227853559144011,2.77712147966977,-0.504383359071736,0.614810494951921,0.912724888744715,-5.24950720350814
"ABCC5",-0.15545617151122,4.28359421318749,-0.889342926608213,0.375393589675848,0.832928723865938,-5.24952622065309
"WBP4",-0.0895084509281512,4.40228697801391,-0.99496623964637,0.321524598330269,0.801632381348332,-5.2495885748554
"DBP",-0.193027365372353,4.53392470930225,-0.825081713639443,0.410774109533832,0.844056901466402,-5.2496434667758
"KIAA0319L",0.14159674690762,6.6769079619845,1.00859558487613,0.314964738235891,0.797182341224258,-5.24980355265165
"YWHAE",0.152489695086286,8.02956426578815,0.952484318467335,0.342545907285074,0.815245437714778,-5.25010504166952
"RPLP0",0.269167871643367,10.2131521458768,0.789904835537828,0.430962288329094,0.855311579346093,-5.25022504892786
"PCSK4",0.0908752108688307,0.20916170149298,0.389161647360205,0.69776693530186,0.931496131631043,-5.25026134493594
"FOLR2",-0.219836810949307,3.15139191935871,-0.844110940467662,0.400093912536328,0.838721382455869,-5.2502904230334
"C1orf35",-0.0958753559301517,3.75145670855269,-0.944954744320842,0.346362463853852,0.819095729755283,-5.25050051381031
"ZNF451",-0.123692942030951,5.75801752258522,-1.02744751861671,0.306038802765875,0.794313608393678,-5.25074411976145
"MIDN",0.137172193784544,6.44635719655552,0.997750514338463,0.320177235933858,0.801541444270097,-5.25088318130444
"HMGCR",0.192123110615342,6.14332726062425,0.989813041809303,0.324028188289457,0.802729199998941,-5.2509395119928
"RAD54L",0.116319918716991,1.41787134823018,0.399279757423924,0.690315136650731,0.931082645864729,-5.25100127959231
"ZNF727",-0.125646819240525,0.479826428446811,-0.371708521831805,0.710689991159752,0.93629851231805,-5.25114167163041
"PI4K2B",0.179470143287777,5.11401577815011,0.831253192345274,0.407291734352789,0.842540303539258,-5.25116152075374
"FANCA",-0.125013911375278,3.56173288836863,-0.613608743163499,0.5405017150995,0.894851455168087,-5.25125635525479
"DUOXA2",0.360175705536094,0.950975595358393,0.435981086261607,0.663543642883832,0.926891714211395,-5.25130798688153
"PRKCSH",0.140612530220553,5.5533488401197,0.710568570391378,0.47857178485777,0.874601366698501,-5.25137575450415
"EIF1",0.14742303317546,8.33970825632064,0.86299110600969,0.38966590921882,0.837284263614227,-5.25151708247271
"CHAF1B",0.116897124159178,2.21419979187263,0.579971944542608,0.562895836428208,0.89710605599439,-5.25156845299728
"PARP16",0.107772048845074,3.41204837371474,0.71232948012984,0.477484455667445,0.874115109381465,-5.25167363919848
"UTY",-0.178083472971074,1.5039082869551,-0.113407009421618,0.909875587852239,0.982877927381058,-5.25172598954983
"PRRG4",0.163237057651117,4.92146588114327,1.01314648258111,0.312794316064535,0.796541584875673,-5.25175143299195
"TRAPPC2B",-0.133816882786275,1.98685436759869,-0.672697029834577,0.50228462801022,0.883002501872985,-5.25183237168101
"ENDOG",0.142278224234961,3.71138552915766,0.88214006364783,0.379261910770907,0.833487915467249,-5.25187617833449
"CARHSP1",0.17941464110669,5.00448575904113,0.901124489420075,0.369119604910277,0.830064674679887,-5.25199131885868
"FERMT2",-0.205524398102006,3.81113221613959,-0.861580675869327,0.390439102002779,0.83743984897384,-5.25202600113064
"ATP5F1B",0.290503447601688,8.71590326418505,0.961512664970569,0.338005642594262,0.811446232281079,-5.25225684671739
"ASDURF",0.0882483894268101,0.743858147908362,0.270751457651581,0.786993826067923,0.955989805615659,-5.25228171686644
"FBN2",-0.139794578718776,1.01889385784519,-0.465852707891729,0.642068231747989,0.922940484222637,-5.2525408245101
"TMEM169",-0.0450777552910045,-0.191469378018157,-0.189801423763892,0.849748524907002,0.968283903933752,-5.25265745244357
"CHI3L1",-0.25591613409013,-0.508042514484208,-0.390960232940865,0.696440130055183,0.931163706839739,-5.252669673006
"SURF2",-0.118939130849128,3.51468811307177,-0.884684762288954,0.377892448501446,0.832928723865938,-5.25269167862422
"APOBEC3G",-0.1322014665414,2.80450830097903,-0.592608209172152,0.554430197465003,0.896288581891861,-5.25276964090353
"QTRT1",-0.00370168923875649,2.76425437017608,-0.0182300301311612,0.985482138451984,0.997800596683745,-5.25282410441581
"TRAPPC6A",0.2092502357312,3.83879426641753,0.928551823063319,0.354771095395879,0.821185317743375,-5.2528625289042
"EEF1E1-BLOC1S5",-0.0400096729928712,-0.770586303863365,-0.06623304813694,0.947289824061819,0.98848848219218,-5.25290424261784
"TM2D3",0.162630756359077,4.81224725463137,0.993569357439576,0.322201983774585,0.801688450429065,-5.25304554508543
"ZNF207",-0.121580359393271,7.2019037442182,-0.999491239354539,0.319336765670375,0.800944588027964,-5.2530489266023
"SLC38A7",-0.0955492406764495,3.56776723039963,-0.80706461617936,0.421042394230946,0.84979011036791,-5.25305631773441
"SPAG5",0.11528595744407,4.06530809669143,0.571394140133949,0.568678228947379,0.898904234600541,-5.253079312162
"SAMD9L",-0.151812256040399,5.17586980066936,-0.886082571998997,0.377141511616161,0.832928723865938,-5.25320919993415
"COX15",0.11897415429086,5.54067730420537,0.978426264826435,0.329605657631995,0.806411629699019,-5.2533014544604
"HEPACAM2",-0.243738951010081,5.50410655833775,-0.85574373075022,0.393648905330077,0.838202353578693,-5.2533643668802
"ACVR1",0.12627636816938,3.32450634475835,0.613594359339286,0.540511194212629,0.894851455168087,-5.25345551152856
"DGKD",-0.0971812992460862,6.19750206173762,-0.99678925129748,0.320641986542572,0.801632381348332,-5.25355106138892
"MSMO1",0.2074644229364,6.04102656558837,1.0088929555354,0.314822610835849,0.79696510711593,-5.25364639403457
"EIF4EBP3",0.174676519872542,2.55379740890267,0.819556937778297,0.413906687504212,0.845950713233034,-5.25366916462689
"ORC4",-0.100186568396934,4.91666040450486,-0.922450749123267,0.357931665356054,0.821916730032327,-5.25370141822168
"SLC6A20",-0.237975469345034,6.55911252183247,-1.00842750830002,0.315045088779246,0.797243167100287,-5.25374842203215
"ANAPC13",0.0953304338133488,4.97303124767396,0.956044402157474,0.340750889720561,0.813572203556125,-5.25385319895333
"GTF2IRD1",0.134139985492058,2.84771948882636,0.676426792579736,0.49992170660618,0.882426456811086,-5.25414152979079
"CCR3",0.0573888773500458,0.279170832277966,0.139264258919063,0.889447925820843,0.978239150128974,-5.2541662386843
"MANEAL",0.133612554837607,2.29238077856694,0.647588394842743,0.518345941248178,0.887628236537725,-5.25417018036993
"LANCL3",0.133999413501895,0.817196126494469,0.558893699386368,0.577155957575844,0.900911379810523,-5.25422655076606
"CCNF",-0.160360500002727,3.53496519608641,-0.756589503076934,0.450608151804422,0.865501499192124,-5.25451077081347
"CREB3L4",0.122989739630733,3.84238031344336,0.797622707699668,0.426483804177189,0.853329290732479,-5.25453110713662
"TAFA5",-0.115779008266633,0.422955049141902,-0.478298933412685,0.633207579453106,0.921218051636389,-5.25456471474698
"CEP76",-0.0916182926802922,2.93698062811938,-0.606297505195853,0.545330718067014,0.894851455168087,-5.25461966043305
"PAXIP1",-0.0878395471847842,3.77337274765829,-0.788072960527234,0.432029314925076,0.855571417497792,-5.25464354701656
"CMTR1",-0.0965942472093267,5.07131401615268,-0.89017006849695,0.374950953198706,0.832826751244766,-5.25469395715254
"OXCT2",0.125964895575687,-0.318911416955842,0.403226806499265,0.687416369934831,0.930940173732858,-5.25469744913195
"MAP4K5",0.107155051177671,4.96667686352863,0.940648378139769,0.348557516390385,0.819916768122688,-5.25470201406537
"GEMIN6",-0.0845195628600312,3.75517759156412,-0.86322344112961,0.389538634319059,0.837284263614227,-5.25475928461145
"ACAD8",0.140673708807974,4.04719761448651,0.730637725440705,0.466260799677212,0.868343333192476,-5.25482228579694
"NUTM2E",-0.11709420464999,0.0202091972056883,-0.396968859270798,0.692014429373117,0.931082645864729,-5.25494521247922
"NRSN2",0.0468041186493725,0.877564956202727,0.188185132918765,0.851012814713519,0.968583856810444,-5.25495494532986
"ASTE1",0.111416759358616,3.92459942901467,0.751570372224111,0.453611734118122,0.866902798946428,-5.25506998178278
"PRKAA2",-0.147352227922664,1.29064354803454,-0.525236717359304,0.600276280845418,0.907945918647537,-5.25520047379294
"BHMT2",-0.119909338924279,0.402015471493218,-0.440492824588031,0.660281508595905,0.926263344916094,-5.25537935986529
"ZNF585B",-0.0757178166627186,3.15156325205866,-0.394649679781331,0.693721389367507,0.931082645864729,-5.25538829497981
"DRG2",0.117485057134122,4.10457660002447,0.739439469662034,0.460918150735197,0.867423995020942,-5.25546488900759
"CD3G",-0.190629709926032,4.67283303330121,-1.04364008414269,0.298508662488369,0.790883141715395,-5.25548984607558
"LMNTD2",-0.0469425269582384,-0.194059395298114,-0.162679518235364,0.871012919045682,0.975865364622927,-5.25565572642239
"GBP1",-0.192581989767691,6.19333127811323,-1.01618951795319,0.311348595383829,0.796443704904654,-5.25575416495774
"MRPS28",0.0568896826268077,1.05616784756908,0.229172552892576,0.819080047871349,0.962358624399599,-5.25577852754437
"ITLN1",0.298120656085508,7.79881737450937,0.96541832061492,0.336053693172521,0.810637476546822,-5.25581276057207
"AP2M1",0.158775046637438,7.01378545944718,0.999946865518865,0.319117017992194,0.800826317533687,-5.25584390575487
"ISCA1",0.108830411741146,5.14862792941376,0.940465123564605,0.34865112324117,0.819916768122688,-5.25595847306675
"WDR45",0.0943533683705641,4.75076920479497,0.874305571543751,0.38349748995072,0.835602342574627,-5.25597639433901
"RBM23",-0.0968715284387426,5.88330431419818,-0.948499856422768,0.344562134650452,0.817860787581846,-5.25599951593122
"SLC5A3",-0.155753342058626,5.73998742351763,-1.02416219803342,0.307582002278671,0.795057306661508,-5.25600713930718
"SLC43A3",-0.155715747584684,3.05701684409743,-0.653412240828471,0.514596818957583,0.886333863326605,-5.2560615657983
"DEPDC1B",-0.129027571613302,2.93534830652225,-0.662619067186977,0.50869909042989,0.883591772562883,-5.25614795034728
"ARHGAP30",-0.222111483284311,5.25555959562559,-0.960406928597213,0.338559596819312,0.811910174384981,-5.25621958299084
"ZBED6",0.197740934084277,5.47890106712422,0.903318336378332,0.36795864798919,0.829798624135484,-5.25623845354573
"SYT15B",-0.189692126273247,0.312855488159977,-0.543157240412642,0.587913158243432,0.905371444358349,-5.25629579373567
